id	survey	record_id_square	record_id_circle	type_observed	type_analysis	criterium	indicator	belang	voorwaarde	plot_type	waarde	waarde_numeric	referentiewaarde	status_voorwaarde	theoretischmaximum	verschilscore
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Structuur	naakte bodem	b	afwisseling van begroeide en vegetatieloze duinen	square	NA	NA	1	NA	1	NA
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Structuur	(korst)moslaag	zb	bedekking alle mossen	square	0	0	30	1	100	1
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Verstoring	exoten	b	bedekking overige exoten	square	3.33333333333333	3.3333	10	1	100	0.6667
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Verstoring	rijshout	b	bedekking rijshout	circle	0	0	10	1	100	1
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Structuur	kruidlaag	zb	bedekking soorten pionierduingrasland	square	1.66666666666667	1.6667	30	1	100	0.9444
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Verstoring	structuurverstoring	b	bedekking structuurverstoring	circle	0	0	WT	1	100	1
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Verstoring	vergrassing	zb	bedekking vergrassing	square	1.66666666666667	1.6667	30	1	100	0.9444
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Verstoring	verruiging	zb	bedekking verruiging	square	0	0	30	1	100	1
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Structuur	horizontale structuur	b	fijnmazige afwisseling	square	1	1	1	1	1	1
10038833_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031620082049	IV2020031619445734	2120	2120	Structuur	dynamiek	zb	spontane verstuiving aanwezig	circle	1	1	1	1	1	1
10048689_1_2021-07-27	N2000_Duinen_fieldapp	IV2021091710582364	NA	2190_mp	2190_mp	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	3	3	3	1	9	0
10048689_1_2021-07-27	N2000_Duinen_fieldapp	IV2021091710582364	NA	2190_mp	2190_mp	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
10048689_1_2021-07-27	N2000_Duinen_fieldapp	IV2021091710582364	NA	2190_mp	2190_mp	Verstoring	verbossing	b	bedekking verbossing	square	0	0	10	1	100	1
10048689_1_2021-07-27	N2000_Duinen_fieldapp	IV2021091710582364	NA	2190_mp	2190_mp	Verstoring	verruiging	zb	bedekking verruiging	square	1	1	30	1	100	0.9667
10048689_1_2021-07-27	N2000_Duinen_fieldapp	IV2021091710582364	NA	2190_mp	2190_mp	Verstoring	verdroging	zb	bedekking vochtminnende soorten	square	hb	NA	WT	1	1	0.6417
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten droog tot vochtig duin	square	0	0	4	0	12	-1
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten kalkrijk mosduin en pionier	square	1	1	4	0	12	-0.75
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Verstoring	overige exoten	b	bedekking overige exoten	square	1	1	10	1	100	0.9
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	5.92	5.92	50	0	100	-0.8816
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Verstoring	overbetreding	b	bedekking tredplanten	square	0	0	10	1	100	1
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Verstoring	verbossing	b	bedekking verbossing	square	0	0	10	1	100	1
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Verstoring	vergrassing	zb	bedekking vergrassing	square	7.93	7.93	30	1	100	0.7357
10057905_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341863	NA	2130_hd	2130_hd	Verstoring	verruiging	zb	bedekking verruiging	square	0	0	10	1	100	1
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	1	1	1	1	3	0
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Vegetatie	sleutelsoorten	b	aanwezigheid helm	square	0	0	1	0	1	-1
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Structuur	naakte bodem	b	afwisseling van begroeide en vegetatieloze duinen	square	NA	NA	1	NA	1	NA
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Structuur	(korst)moslaag	zb	bedekking alle mossen	square	0	0	30	1	100	1
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Verstoring	exoten	b	bedekking overige exoten	square	20	20	10	0	100	-0.1111
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Verstoring	rijshout	b	bedekking rijshout	circle	0	0	10	1	100	1
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Structuur	kruidlaag	zb	bedekking soorten pionierduingrasland	square	80	80	30	0	100	-0.7143
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Verstoring	structuurverstoring	b	bedekking structuurverstoring	circle	0	0	WT	1	100	1
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Verstoring	vergrassing	zb	bedekking vergrassing	square	87.2	87.2	30	0	100	-0.8171
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Verstoring	verruiging	zb	bedekking verruiging	square	0	0	30	1	100	1
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Structuur	horizontale structuur	b	fijnmazige afwisseling	square	0	0	1	0	1	-1
10057905_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620313711	IV2020031620255092	2120	2120	Structuur	dynamiek	zb	spontane verstuiving aanwezig	circle	1	1	1	1	1	1
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten droog tot vochtig duin	square	0	0	4	0	12	-1
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten kalkrijk mosduin en pionier	square	1	1	4	0	12	-0.75
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Verstoring	overige exoten	b	bedekking overige exoten	square	1	1	10	1	100	0.9
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	4.96000000000001	4.96	50	0	100	-0.9008
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Verstoring	overbetreding	b	bedekking tredplanten	square	0	0	10	1	100	1
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Verstoring	verbossing	b	bedekking verbossing	square	0	0	10	1	100	1
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Verstoring	vergrassing	zb	bedekking vergrassing	square	10	10	30	1	100	0.6667
10057905_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040710495029	IV2020040610425244	2130_hd	2130_hd	Verstoring	verruiging	zb	bedekking verruiging	square	0	0	10	1	100	1
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	2	2	1	1	3	0.5
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Vegetatie	sleutelsoorten	b	aanwezigheid helm	square	1	1	1	1	1	1
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Structuur	naakte bodem	b	afwisseling van begroeide en vegetatieloze duinen	square	NA	NA	1	NA	1	NA
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Structuur	(korst)moslaag	zb	bedekking alle mossen	square	36.3636363636364	36.3636	30	0	100	-0.0909
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Verstoring	exoten	b	bedekking overige exoten	square	7.27272727272728	7.2727	10	1	100	0.2727
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Verstoring	rijshout	b	bedekking rijshout	circle	0	0	10	1	100	1
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Structuur	kruidlaag	zb	bedekking soorten pionierduingrasland	square	16.9965799156789	16.9966	30	1	100	0.4334
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Verstoring	structuurverstoring	b	bedekking structuurverstoring	circle	0	0	WT	1	100	1
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Verstoring	vergrassing	zb	bedekking vergrassing	square	10.6139744552968	10.614	30	1	100	0.6462
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Verstoring	verruiging	zb	bedekking verruiging	square	0	0	30	1	100	1
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Structuur	horizontale structuur	b	fijnmazige afwisseling	square	1	1	1	1	1	1
10071601_2023-08-31	N2000_Duinen_fieldapp	IV2023090510343153	NA	2120	2120	Structuur	dynamiek	zb	spontane verstuiving aanwezig	circle	1	1	1	1	1	1
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	2	2	1	1	3	0.5
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Vegetatie	sleutelsoorten	b	aanwezigheid helm	square	1	1	1	1	1	1
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Structuur	naakte bodem	b	afwisseling van begroeide en vegetatieloze duinen	square	NA	NA	1	NA	1	NA
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Structuur	(korst)moslaag	zb	bedekking alle mossen	square	33.3333333333333	33.3333	30	0	100	-0.0476
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Verstoring	exoten	b	bedekking overige exoten	square	6.66666666666667	6.6667	10	1	100	0.3333
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Verstoring	rijshout	b	bedekking rijshout	circle	0	0	10	1	100	1
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Structuur	kruidlaag	zb	bedekking soorten pionierduingrasland	square	36.7508806584362	36.7509	30	0	100	-0.0964
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Verstoring	structuurverstoring	b	bedekking structuurverstoring	circle	0	0	WT	1	100	1
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Verstoring	vergrassing	zb	bedekking vergrassing	square	13.3333333333333	13.3333	30	1	100	0.5556
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Verstoring	verruiging	zb	bedekking verruiging	square	0	0	30	1	100	1
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Structuur	horizontale structuur	b	fijnmazige afwisseling	square	1	1	1	1	1	1
10071601_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031619093265	IV2020031619030019	2120	2120	Structuur	dynamiek	zb	spontane verstuiving aanwezig	circle	1	1	1	1	1	1
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten droog tot vochtig duin	square	0	0	4	0	12	-1
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten kalkrijk mosduin en pionier	square	1	1	4	0	12	-0.75
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Verstoring	overige exoten	b	bedekking overige exoten	square	0	0	10	1	100	1
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	23.2403165347772	23.2403	50	0	100	-0.5352
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Verstoring	overbetreding	b	bedekking tredplanten	square	0	0	10	1	100	1
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Verstoring	verbossing	b	bedekking verbossing	square	0	0	10	1	100	1
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Verstoring	vergrassing	zb	bedekking vergrassing	square	2.98	2.98	30	1	100	0.9007
10082417_2023-08-07	N2000_Duinen_fieldapp	IV2023090510342463	NA	2130_hd	2130_hd	Verstoring	verruiging	zb	bedekking verruiging	square	4	4	10	1	100	0.6
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten droog tot vochtig duin	square	0	0	4	0	12	-1
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten kalkrijk mosduin en pionier	square	0	0	4	0	12	-1
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Verstoring	overige exoten	b	bedekking overige exoten	square	0	0	10	1	100	1
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	2.00999897969594	2.01	50	0	100	-0.9598
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Verstoring	overbetreding	b	bedekking tredplanten	square	0	0	10	1	100	1
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Verstoring	verbossing	b	bedekking verbossing	square	0	0	10	1	100	1
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Verstoring	vergrassing	zb	bedekking vergrassing	square	2	2	30	1	100	0.9333
10082417_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020032606512028	IV2020032606295641	2130_hd	2130_hd	Verstoring	verruiging	zb	bedekking verruiging	square	1	1	10	1	100	0.9
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten droog tot vochtig duin	square	0	0	4	0	12	-1
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten kalkrijk mosduin en pionier	square	0	0	4	0	12	-1
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Verstoring	overige exoten	b	bedekking overige exoten	square	0	0	10	1	100	1
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	5	5	50	0	100	-0.9
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Verstoring	overbetreding	b	bedekking tredplanten	square	0	0	10	1	100	1
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Verstoring	verbossing	b	bedekking verbossing	square	0	0	10	1	100	1
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Verstoring	vergrassing	zb	bedekking vergrassing	square	22	22	30	1	100	0.2667
10082997_2023-09-04	N2000_Duinen_fieldapp	IV2023090510342225	NA	2130_hd	2130_hd	Verstoring	verruiging	zb	bedekking verruiging	square	1	1	10	1	100	0.9
10082997_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041014580548	IV2020041014344316	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten droog tot vochtig duin	square	0	0	4	0	12	-1
10082997_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041014580548	IV2020041014344316	2130_hd	2130_hd	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten kalkrijk mosduin en pionier	square	0	0	4	0	12	-1
10082997_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041014580548	IV2020041014344316	2130_hd	2130_hd	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
10082997_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041014580548	IV2020041014344316	2130_hd	2130_hd	Verstoring	overige exoten	b	bedekking overige exoten	square	1	1	10	1	100	0.9
10082997_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041014580548	IV2020041014344316	2130_hd	2130_hd	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	1.05263157894737	1.0526	50	0	100	-0.9789
10082997_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041014580548	IV2020041014344316	2130_hd	2130_hd	Verstoring	overbetreding	b	bedekking tredplanten	square	0	0	10	1	100	1
10082997_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041014580548	IV2020041014344316	2130_hd	2130_hd	Verstoring	verbossing	b	bedekking verbossing	square	0	0	10	1	100	1
